node_index,node_id,node_type,node_name,node_source
1115,10551,gene/protein,AGR2,NCBI
1116,25970,gene/protein,SH2B1,NCBI
1117,3055,gene/protein,HCK,NCBI
1118,7083,gene/protein,TK1,NCBI
1119,3608,gene/protein,ILF2,NCBI
1120,5428,gene/protein,POLG,NCBI
1121,7267,gene/protein,TTC3,NCBI
1122,5465,gene/protein,PPARA,NCBI
1124,8398,gene/protein,PLA2G6,NCBI
1125,23541,gene/protein,SEC14L2,NCBI
1126,4001,gene/protein,LMNB1,NCBI
1127,1191,gene/protein,CLU,NCBI
1129,6934,gene/protein,TCF7L2,NCBI
1136,7533,gene/protein,YWHAH,NCBI
1137,10015,gene/protein,PDCD6IP,NCBI
1138,6817,gene/protein,SULT1A1,NCBI
1139,581,gene/protein,BAX,NCBI
1143,27086,gene/protein,FOXP1,NCBI
1144,57120,gene/protein,GOPC,NCBI
1146,1398,gene/protein,CRK,NCBI
1148,629,gene/protein,CFB,NCBI
1151,4790,gene/protein,NFKB1,NCBI
1153,7508,gene/protein,XPC,NCBI
1154,54903,gene/protein,MKS1,NCBI
1155,5947,gene/protein,RBP1,NCBI
1156,1182,gene/protein,CLCN3,NCBI
1157,28965,gene/protein,SLC27A6,NCBI
1159,4066,gene/protein,LYL1,NCBI
1161,3594,gene/protein,IL12RB1,NCBI
1162,4090,gene/protein,SMAD5,NCBI
1163,27020,gene/protein,NPTN,NCBI
1164,1938,gene/protein,EEF2,NCBI
1165,778,gene/protein,CACNA1F,NCBI
1167,2029,gene/protein,ENSA,NCBI
1168,1026,gene/protein,CDKN1A,NCBI
1170,6714,gene/protein,SRC,NCBI
1171,10855,gene/protein,HPSE,NCBI
1173,845,gene/protein,CASQ2,NCBI
1174,1045,gene/protein,CDX2,NCBI
1175,22858,gene/protein,CILK1,NCBI
1177,1198,gene/protein,CLK3,NCBI
1180,1875,gene/protein,E2F5,NCBI
1181,5888,gene/protein,RAD51,NCBI
1182,7391,gene/protein,USF1,NCBI
1183,688,gene/protein,KLF5,NCBI
1184,5518,gene/protein,PPP2R1A,NCBI
1185,9570,gene/protein,GOSR2,NCBI
1186,883,gene/protein,KYAT1,NCBI
1187,6203,gene/protein,RPS9,NCBI
1188,2879,gene/protein,GPX4,NCBI
1190,9695,gene/protein,EDEM1,NCBI
1192,3783,gene/protein,KCNN4,NCBI
1195,1627,gene/protein,DBN1,NCBI
1196,1613,gene/protein,DAPK3,NCBI
1197,2859,gene/protein,GPR35,NCBI
1198,3651,gene/protein,PDX1,NCBI
1199,660,gene/protein,BMX,NCBI
1200,80328,gene/protein,ULBP2,NCBI
1201,10059,gene/protein,DNM1L,NCBI
1202,113878,gene/protein,DTX2,NCBI
1203,51084,gene/protein,CRYL1,NCBI
1204,10155,gene/protein,TRIM28,NCBI
1205,10381,gene/protein,TUBB3,NCBI
1207,7417,gene/protein,VDAC2,NCBI
1211,4004,gene/protein,LMO1,NCBI
1212,6944,gene/protein,VPS72,NCBI
1214,259,gene/protein,AMBP,NCBI
1216,2192,gene/protein,FBLN1,NCBI
1219,10439,gene/protein,OLFM1,NCBI
1220,80273,gene/protein,GRPEL1,NCBI
1221,3784,gene/protein,KCNQ1,NCBI
1222,56997,gene/protein,COQ8A,NCBI
1223,60412,gene/protein,EXOC4,NCBI
1224,23020,gene/protein,SNRNP200,NCBI
1226,10892,gene/protein,MALT1,NCBI
1228,79068,gene/protein,FTO,NCBI
1229,657,gene/protein,BMPR1A,NCBI
1231,23741,gene/protein,EID1,NCBI
1233,3927,gene/protein,LASP1,NCBI
1234,10197,gene/protein,PSME3,NCBI
1235,23600,gene/protein,AMACR,NCBI
1236,330,gene/protein,BIRC3,NCBI
1237,998,gene/protein,CDC42,NCBI
1238,3661,gene/protein,IRF3,NCBI
1239,4261,gene/protein,CIITA,NCBI
1246,2891,gene/protein,GRIA2,NCBI
1248,5689,gene/protein,PSMB1,NCBI
1249,53615,gene/protein,MBD3,NCBI
1250,4005,gene/protein,LMO2,NCBI
1252,708,gene/protein,C1QBP,NCBI
1253,9319,gene/protein,TRIP13,NCBI
1254,84790,gene/protein,TUBA1C,NCBI
1255,6418,gene/protein,SET,NCBI
1256,1489,gene/protein,CTF1,NCBI
1257,22907,gene/protein,DHX30,NCBI
1258,2213,gene/protein,FCGR2B,NCBI
1259,6804,gene/protein,STX1A,NCBI
1260,3956,gene/protein,LGALS1,NCBI
1261,25816,gene/protein,TNFAIP8,NCBI
1262,9538,gene/protein,EI24,NCBI
1264,2189,gene/protein,FANCG,NCBI
1269,7277,gene/protein,TUBA4A,NCBI
1270,189,gene/protein,AGXT,NCBI
1271,8379,gene/protein,MAD1L1,NCBI
1273,4802,gene/protein,NFYC,NCBI
1276,8030,gene/protein,CCDC6,NCBI
1281,1562,gene/protein,CYP2C18,NCBI
1283,1031,gene/protein,CDKN2C,NCBI
1284,5720,gene/protein,PSME1,NCBI
1286,1612,gene/protein,DAPK1,NCBI
1287,25932,gene/protein,CLIC4,NCBI
1289,4887,gene/protein,NPY2R,NCBI
1295,5493,gene/protein,PPL,NCBI
1296,3094,gene/protein,HINT1,NCBI
1298,2263,gene/protein,FGFR2,NCBI
1299,3587,gene/protein,IL10RA,NCBI
1300,11277,gene/protein,TREX1,NCBI
1303,3198,gene/protein,HOXA1,NCBI
1305,7283,gene/protein,TUBG1,NCBI
1307,3200,gene/protein,HOXA3,NCBI
1309,1075,gene/protein,CTSC,NCBI
1310,664,gene/protein,BNIP3,NCBI
1311,6531,gene/protein,SLC6A3,NCBI
1312,410,gene/protein,ARSA,NCBI
1313,6472,gene/protein,SHMT2,NCBI
1314,5885,gene/protein,RAD21,NCBI
1315,8894,gene/protein,EIF2S2,NCBI
1317,29978,gene/protein,UBQLN2,NCBI
1318,1196,gene/protein,CLK2,NCBI
1319,23405,gene/protein,DICER1,NCBI
1320,7086,gene/protein,TKT,NCBI
1322,9474,gene/protein,ATG5,NCBI
1326,8556,gene/protein,CDC14A,NCBI
1327,5753,gene/protein,PTK6,NCBI
1328,9722,gene/protein,NOS1AP,NCBI
1330,4026,gene/protein,LPP,NCBI
1332,5335,gene/protein,PLCG1,NCBI
1333,1974,gene/protein,EIF4A2,NCBI
1335,816,gene/protein,CAMK2B,NCBI
1340,5071,gene/protein,PRKN,NCBI
1341,9262,gene/protein,STK17B,NCBI
1342,2237,gene/protein,FEN1,NCBI
1343,6603,gene/protein,SMARCD2,NCBI
1345,996,gene/protein,CDC27,NCBI
1349,4642,gene/protein,MYO1D,NCBI
1350,1387,gene/protein,CREBBP,NCBI
1352,30817,gene/protein,ADGRE2,NCBI
1356,4171,gene/protein,MCM2,NCBI
1357,7260,gene/protein,EIPR1,NCBI
1359,965,gene/protein,CD58,NCBI
1361,6634,gene/protein,SNRPD3,NCBI
1362,5580,gene/protein,PRKCD,NCBI
1363,23294,gene/protein,ANKS1A,NCBI
1365,4694,gene/protein,NDUFA1,NCBI
1366,4633,gene/protein,MYL2,NCBI
1367,5892,gene/protein,RAD51D,NCBI
1370,2533,gene/protein,FYB1,NCBI
1373,2100,gene/protein,ESR2,NCBI
1377,3006,gene/protein,H1-2,NCBI
1379,5592,gene/protein,PRKG1,NCBI
1384,134829,gene/protein,CLVS2,NCBI
1385,55170,gene/protein,PRMT6,NCBI
1387,9054,gene/protein,NFS1,NCBI
1388,4085,gene/protein,MAD2L1,NCBI
1390,4795,gene/protein,NFKBIL1,NCBI
1391,10158,gene/protein,PDZK1IP1,NCBI
1394,1114,gene/protein,CHGB,NCBI
1395,7052,gene/protein,TGM2,NCBI
1398,2119,gene/protein,ETV5,NCBI
1400,51203,gene/protein,NUSAP1,NCBI
1403,27295,gene/protein,PDLIM3,NCBI
1405,57185,gene/protein,NIPAL3,NCBI
1407,3841,gene/protein,KPNA5,NCBI
1409,2819,gene/protein,GPD1,NCBI
1410,3716,gene/protein,JAK1,NCBI
1411,11281,gene/protein,POU6F2,NCBI
1412,1263,gene/protein,PLK3,NCBI
1417,8895,gene/protein,CPNE3,NCBI
1418,28999,gene/protein,KLF15,NCBI
1421,51574,gene/protein,LARP7,NCBI
1422,1975,gene/protein,EIF4B,NCBI
1423,91,gene/protein,ACVR1B,NCBI
1424,866,gene/protein,SERPINA6,NCBI
1425,55388,gene/protein,MCM10,NCBI
1426,26136,gene/protein,TES,NCBI
1428,51660,gene/protein,MPC1,NCBI
1430,51090,gene/protein,PLLP,NCBI
1432,6554,gene/protein,SLC10A1,NCBI
1433,51280,gene/protein,GOLM1,NCBI
1437,7325,gene/protein,UBE2E2,NCBI
1440,4641,gene/protein,MYO1C,NCBI
1441,2322,gene/protein,FLT3,NCBI
1442,9638,gene/protein,FEZ1,NCBI
1443,8930,gene/protein,MBD4,NCBI
1444,5318,gene/protein,PKP2,NCBI
1447,5597,gene/protein,MAPK6,NCBI
1448,3853,gene/protein,KRT6A,NCBI
1453,1794,gene/protein,DOCK2,NCBI
1454,6122,gene/protein,RPL3,NCBI
1455,3329,gene/protein,HSPD1,NCBI
1457,10476,gene/protein,ATP5PD,NCBI
1458,1116,gene/protein,CHI3L1,NCBI
1460,54657,gene/protein,UGT1A4,NCBI
1461,54585,gene/protein,LZTFL1,NCBI
1462,2494,gene/protein,NR5A2,NCBI
1466,8318,gene/protein,CDC45,NCBI
1469,2043,gene/protein,EPHA4,NCBI
1471,1187,gene/protein,CLCNKA,NCBI
1475,6303,gene/protein,SAT1,NCBI
1476,3868,gene/protein,KRT16,NCBI
1478,7884,gene/protein,SLBP,NCBI
1479,2309,gene/protein,FOXO3,NCBI
1480,9370,gene/protein,ADIPOQ,NCBI
1485,4210,gene/protein,MEFV,NCBI
1488,84522,gene/protein,JAGN1,NCBI
1490,6136,gene/protein,RPL12,NCBI
1491,7782,gene/protein,SLC30A4,NCBI
1492,1993,gene/protein,ELAVL2,NCBI
1493,4914,gene/protein,NTRK1,NCBI
1494,154,gene/protein,ADRB2,NCBI
1495,7414,gene/protein,VCL,NCBI
1496,2547,gene/protein,XRCC6,NCBI
1497,2950,gene/protein,GSTP1,NCBI
1500,919,gene/protein,CD247,NCBI
1502,9869,gene/protein,SETDB1,NCBI
1503,8434,gene/protein,RECK,NCBI
1504,1445,gene/protein,CSK,NCBI
1505,8991,gene/protein,SELENBP1,NCBI
1508,7112,gene/protein,TMPO,NCBI
1509,10948,gene/protein,STARD3,NCBI
1510,4602,gene/protein,MYB,NCBI
1512,6124,gene/protein,RPL4,NCBI
1513,9099,gene/protein,USP2,NCBI
1514,6280,gene/protein,S100A9,NCBI
1515,5445,gene/protein,PON2,NCBI
1516,2081,gene/protein,ERN1,NCBI
1518,6155,gene/protein,RPL27,NCBI
1520,4015,gene/protein,LOX,NCBI
1521,6361,gene/protein,CCL17,NCBI
1523,974,gene/protein,CD79B,NCBI
1525,1192,gene/protein,CLIC1,NCBI
1526,2274,gene/protein,FHL2,NCBI
1528,4342,gene/protein,MOS,NCBI
1529,4216,gene/protein,MAP3K4,NCBI
1530,613,gene/protein,BCR,NCBI
1531,6908,gene/protein,TBP,NCBI
1533,3572,gene/protein,IL6ST,NCBI
1534,7416,gene/protein,VDAC1,NCBI
1535,30061,gene/protein,SLC40A1,NCBI
1536,30818,gene/protein,KCNIP3,NCBI
1537,4093,gene/protein,SMAD9,NCBI
1538,5533,gene/protein,PPP3CC,NCBI
1539,3225,gene/protein,HOXC9,NCBI
1540,2806,gene/protein,GOT2,NCBI
1541,1329,gene/protein,COX5B,NCBI
1542,2803,gene/protein,GOLGA4,NCBI
1544,8000,gene/protein,PSCA,NCBI
1545,1316,gene/protein,KLF6,NCBI
1549,6297,gene/protein,SALL2,NCBI
1551,1942,gene/protein,EFNA1,NCBI
1552,4193,gene/protein,MDM2,NCBI
1553,3798,gene/protein,KIF5A,NCBI
1554,8735,gene/protein,MYH13,NCBI
1556,3678,gene/protein,ITGA5,NCBI
1557,2200,gene/protein,FBN1,NCBI
1558,2475,gene/protein,MTOR,NCBI
1559,2625,gene/protein,GATA3,NCBI
1560,11060,gene/protein,WWP2,NCBI
1564,23765,gene/protein,IL17RA,NCBI
1567,3569,gene/protein,IL6,NCBI
1570,10810,gene/protein,WASF3,NCBI
1573,1436,gene/protein,CSF1R,NCBI
1574,6196,gene/protein,RPS6KA2,NCBI
1578,1326,gene/protein,MAP3K8,NCBI
1580,643,gene/protein,CXCR5,NCBI
1581,6844,gene/protein,VAMP2,NCBI
1587,9051,gene/protein,PSTPIP1,NCBI
1588,2781,gene/protein,GNAZ,NCBI
1591,7517,gene/protein,XRCC3,NCBI
1592,3117,gene/protein,HLA-DQA1,NCBI
1593,54880,gene/protein,BCOR,NCBI
1595,27037,gene/protein,TRMT2A,NCBI
1598,4939,gene/protein,OAS2,NCBI
1600,4089,gene/protein,SMAD4,NCBI
1601,863,gene/protein,CBFA2T3,NCBI
1604,6521,gene/protein,SLC4A1,NCBI
1605,6625,gene/protein,SNRNP70,NCBI
1606,3315,gene/protein,HSPB1,NCBI
1607,8645,gene/protein,KCNK5,NCBI
1608,11051,gene/protein,NUDT21,NCBI
1609,940,gene/protein,CD28,NCBI
1610,5935,gene/protein,RBM3,NCBI
1611,7067,gene/protein,THRA,NCBI
1617,51361,gene/protein,HOOK1,NCBI
1618,3717,gene/protein,JAK2,NCBI
1621,7284,gene/protein,TUFM,NCBI
1624,7348,gene/protein,UPK1B,NCBI
1625,7431,gene/protein,VIM,NCBI
1626,6904,gene/protein,TBCD,NCBI
1632,1062,gene/protein,CENPE,NCBI
1633,6654,gene/protein,SOS1,NCBI
1639,5993,gene/protein,RFX5,NCBI
1641,5290,gene/protein,PIK3CA,NCBI
1643,3192,gene/protein,HNRNPU,NCBI
1644,5565,gene/protein,PRKAB2,NCBI
1646,4830,gene/protein,NME1,NCBI
1648,701,gene/protein,BUB1B,NCBI
1650,4128,gene/protein,MAOA,NCBI
1654,7850,gene/protein,IL1R2,NCBI
1658,23214,gene/protein,XPO6,NCBI
1659,148,gene/protein,ADRA1A,NCBI
1661,7704,gene/protein,ZBTB16,NCBI
1662,960,gene/protein,CD44,NCBI
1665,814,gene/protein,CAMK4,NCBI
1666,70,gene/protein,ACTC1,NCBI
1667,7022,gene/protein,TFAP2C,NCBI
1669,1288,gene/protein,COL4A6,NCBI
1670,9061,gene/protein,PAPSS1,NCBI
1671,5294,gene/protein,PIK3CG,NCBI
1672,3790,gene/protein,KCNS3,NCBI
1673,50618,gene/protein,ITSN2,NCBI
1676,23500,gene/protein,DAAM2,NCBI
1682,6663,gene/protein,SOX10,NCBI
1683,1969,gene/protein,EPHA2,NCBI
1684,51114,gene/protein,ZDHHC9,NCBI
1687,2260,gene/protein,FGFR1,NCBI
1691,471,gene/protein,ATIC,NCBI
1692,4287,gene/protein,ATXN3,NCBI
1693,369,gene/protein,ARAF,NCBI
1694,177,gene/protein,AGER,NCBI
1699,27248,gene/protein,ERLEC1,NCBI
1700,2063,gene/protein,NR2F6,NCBI
1704,10562,gene/protein,OLFM4,NCBI
1705,5588,gene/protein,PRKCQ,NCBI
1706,38,gene/protein,ACAT1,NCBI
1707,215,gene/protein,ABCD1,NCBI
1709,7476,gene/protein,WNT7A,NCBI
1710,5696,gene/protein,PSMB8,NCBI
1715,5396,gene/protein,PRRX1,NCBI
1717,51510,gene/protein,CHMP5,NCBI
1719,3202,gene/protein,HOXA5,NCBI
1721,2629,gene/protein,GBA,NCBI
1722,5340,gene/protein,PLG,NCBI
1724,6427,gene/protein,SRSF2,NCBI
1725,3614,gene/protein,IMPDH1,NCBI
1726,328,gene/protein,APEX1,NCBI
1727,4300,gene/protein,MLLT3,NCBI
1729,9349,gene/protein,RPL23,NCBI
1730,1400,gene/protein,CRMP1,NCBI
1732,3859,gene/protein,KRT12,NCBI
1733,311,gene/protein,ANXA11,NCBI
1734,4691,gene/protein,NCL,NCBI
1735,6599,gene/protein,SMARCC1,NCBI
1738,2593,gene/protein,GAMT,NCBI
1739,3028,gene/protein,HSD17B10,NCBI
1740,18,gene/protein,ABAT,NCBI
1741,718,gene/protein,C3,NCBI
1742,2068,gene/protein,ERCC2,NCBI
1744,1785,gene/protein,DNM2,NCBI
1746,9217,gene/protein,VAPB,NCBI
1747,5609,gene/protein,MAP2K7,NCBI
1748,595,gene/protein,CCND1,NCBI
1749,7150,gene/protein,TOP1,NCBI
1750,51701,gene/protein,NLK,NCBI
1751,7171,gene/protein,TPM4,NCBI
1754,1840,gene/protein,DTX1,NCBI
1757,23512,gene/protein,SUZ12,NCBI
1760,5443,gene/protein,POMC,NCBI
1762,274,gene/protein,BIN1,NCBI
1766,3087,gene/protein,HHEX,NCBI
1770,7097,gene/protein,TLR2,NCBI
1771,9045,gene/protein,RPL14,NCBI
1772,5577,gene/protein,PRKAR2B,NCBI
1774,9126,gene/protein,SMC3,NCBI
1775,1717,gene/protein,DHCR7,NCBI
1777,8924,gene/protein,HERC2,NCBI
1778,3646,gene/protein,EIF3E,NCBI
1781,4851,gene/protein,NOTCH1,NCBI
1782,4288,gene/protein,MKI67,NCBI
1783,5052,gene/protein,PRDX1,NCBI
1785,7157,gene/protein,TP53,NCBI
1787,10144,gene/protein,FAM13A,NCBI
1788,8405,gene/protein,SPOP,NCBI
1789,10529,gene/protein,NEBL,NCBI
1796,7158,gene/protein,TP53BP1,NCBI
1798,1496,gene/protein,CTNNA2,NCBI
1803,3611,gene/protein,ILK,NCBI
1804,10286,gene/protein,BCAS2,NCBI
1805,818,gene/protein,CAMK2G,NCBI
1806,7531,gene/protein,YWHAE,NCBI
1807,1605,gene/protein,DAG1,NCBI
1809,25873,gene/protein,RPL36,NCBI
1810,3360,gene/protein,HTR4,NCBI
1811,9373,gene/protein,PLAA,NCBI
1812,7374,gene/protein,UNG,NCBI
1814,9212,gene/protein,AURKB,NCBI
1815,5292,gene/protein,PIM1,NCBI
1817,6919,gene/protein,TCEA2,NCBI
1818,6300,gene/protein,MAPK12,NCBI
1820,23607,gene/protein,CD2AP,NCBI
1821,10763,gene/protein,NES,NCBI
1823,1472,gene/protein,CST4,NCBI
1827,10221,gene/protein,TRIB1,NCBI
1829,1459,gene/protein,CSNK2A2,NCBI
1831,5604,gene/protein,MAP2K1,NCBI
1832,4283,gene/protein,CXCL9,NCBI
1833,1961,gene/protein,EGR4,NCBI
1836,2289,gene/protein,FKBP5,NCBI
1840,5905,gene/protein,RANGAP1,NCBI
1842,645,gene/protein,BLVRB,NCBI
1843,3106,gene/protein,HLA-B,NCBI
1845,6722,gene/protein,SRF,NCBI
1848,4035,gene/protein,LRP1,NCBI
1850,1653,gene/protein,DDX1,NCBI
1852,5429,gene/protein,POLH,NCBI
1857,433,gene/protein,ASGR2,NCBI
1859,4759,gene/protein,NEU2,NCBI
1861,8322,gene/protein,FZD4,NCBI
1863,2670,gene/protein,GFAP,NCBI
1864,6646,gene/protein,SOAT1,NCBI
1866,6622,gene/protein,SNCA,NCBI
1868,26585,gene/protein,GREM1,NCBI
1869,10935,gene/protein,PRDX3,NCBI
1870,23197,gene/protein,FAF2,NCBI
1871,5501,gene/protein,PPP1CC,NCBI
1872,7324,gene/protein,UBE2E1,NCBI
1873,5144,gene/protein,PDE4D,NCBI
1874,2243,gene/protein,FGA,NCBI
1876,4915,gene/protein,NTRK2,NCBI
1878,7802,gene/protein,DNALI1,NCBI
1884,9049,gene/protein,AIP,NCBI
1887,9531,gene/protein,BAG3,NCBI
1888,9253,gene/protein,NUMBL,NCBI
1891,2993,gene/protein,GYPA,NCBI
1892,53353,gene/protein,LRP1B,NCBI
1893,5108,gene/protein,PCM1,NCBI
1894,1278,gene/protein,COL1A2,NCBI
1895,1232,gene/protein,CCR3,NCBI
1897,462,gene/protein,SERPINC1,NCBI
1898,9550,gene/protein,ATP6V1G1,NCBI
1899,1738,gene/protein,DLD,NCBI
1900,56950,gene/protein,SMYD2,NCBI
1902,55120,gene/protein,FANCL,NCBI
1904,3777,gene/protein,KCNK3,NCBI
1905,1301,gene/protein,COL11A1,NCBI
1906,4925,gene/protein,NUCB2,NCBI
1908,4835,gene/protein,NQO2,NCBI
1910,9820,gene/protein,CUL7,NCBI
1912,6366,gene/protein,CCL21,NCBI
1914,604,gene/protein,BCL6,NCBI
1915,84632,gene/protein,AFAP1L2,NCBI
1916,10989,gene/protein,IMMT,NCBI
1917,867,gene/protein,CBL,NCBI
1918,9146,gene/protein,HGS,NCBI
1922,1132,gene/protein,CHRM4,NCBI
1925,22848,gene/protein,AAK1,NCBI
1926,6256,gene/protein,RXRA,NCBI
1927,2890,gene/protein,GRIA1,NCBI
1928,5265,gene/protein,SERPINA1,NCBI
1929,5366,gene/protein,PMAIP1,NCBI
1931,4792,gene/protein,NFKBIA,NCBI
1932,29086,gene/protein,BABAM1,NCBI
1934,7994,gene/protein,KAT6A,NCBI
1935,4719,gene/protein,NDUFS1,NCBI
1939,6997,gene/protein,TDGF1,NCBI
1940,146,gene/protein,ADRA1D,NCBI
1942,1144,gene/protein,CHRND,NCBI
1943,10468,gene/protein,FST,NCBI
1944,6352,gene/protein,CCL5,NCBI
1945,4752,gene/protein,NEK3,NCBI
1947,7059,gene/protein,THBS3,NCBI
1948,6201,gene/protein,RPS7,NCBI
1949,2176,gene/protein,FANCC,NCBI
1953,4741,gene/protein,NEFM,NCBI
1955,546,gene/protein,ATRX,NCBI
1958,7203,gene/protein,CCT3,NCBI
1964,3713,gene/protein,IVL,NCBI
1965,5786,gene/protein,PTPRA,NCBI
1967,2051,gene/protein,EPHB6,NCBI
1968,805,gene/protein,CALM2,NCBI
1969,6558,gene/protein,SLC12A2,NCBI
1970,468,gene/protein,ATF4,NCBI
1973,93,gene/protein,ACVR2B,NCBI
1974,51053,gene/protein,GMNN,NCBI
1977,916,gene/protein,CD3E,NCBI
1978,8575,gene/protein,PRKRA,NCBI
1980,673,gene/protein,BRAF,NCBI
1983,142680,gene/protein,SLC34A3,NCBI
1986,5770,gene/protein,PTPN1,NCBI
1987,59,gene/protein,ACTA2,NCBI
1988,3455,gene/protein,IFNAR2,NCBI
1990,2212,gene/protein,FCGR2A,NCBI
1992,9075,gene/protein,CLDN2,NCBI
1993,6566,gene/protein,SLC16A1,NCBI
1995,90,gene/protein,ACVR1,NCBI
1996,3763,gene/protein,KCNJ6,NCBI
1998,6453,gene/protein,ITSN1,NCBI
2000,9415,gene/protein,FADS2,NCBI
2001,7803,gene/protein,PTP4A1,NCBI
2002,387,gene/protein,RHOA,NCBI
2003,1408,gene/protein,CRY2,NCBI
2004,3992,gene/protein,FADS1,NCBI
2005,7248,gene/protein,TSC1,NCBI
2009,7353,gene/protein,UFD1,NCBI
2011,51316,gene/protein,PLAC8,NCBI
2012,3577,gene/protein,CXCR1,NCBI
2015,790,gene/protein,CAD,NCBI
2016,3685,gene/protein,ITGAV,NCBI
2017,7421,gene/protein,VDR,NCBI
2019,23764,gene/protein,MAFF,NCBI
2022,9497,gene/protein,SLC4A7,NCBI
2024,5921,gene/protein,RASA1,NCBI
2025,22992,gene/protein,KDM2A,NCBI
2027,860,gene/protein,RUNX2,NCBI
2029,489,gene/protein,ATP2A3,NCBI
2030,2530,gene/protein,FUT8,NCBI
2032,2317,gene/protein,FLNB,NCBI
2033,23408,gene/protein,SIRT5,NCBI
2034,79026,gene/protein,AHNAK,NCBI
2035,6490,gene/protein,PMEL,NCBI
2036,2246,gene/protein,FGF1,NCBI
2037,324,gene/protein,APC,NCBI
2040,8214,gene/protein,DGCR6,NCBI
2043,3320,gene/protein,HSP90AA1,NCBI
2044,7114,gene/protein,TMSB4X,NCBI
2046,3726,gene/protein,JUNB,NCBI
2049,202,gene/protein,CRYBG1,NCBI
2050,30849,gene/protein,PIK3R4,NCBI
2053,1845,gene/protein,DUSP3,NCBI
2055,3920,gene/protein,LAMP2,NCBI
2057,2335,gene/protein,FN1,NCBI
2058,6541,gene/protein,SLC7A1,NCBI
2059,5479,gene/protein,PPIB,NCBI
2060,900,gene/protein,CCNG1,NCBI
2066,3295,gene/protein,HSD17B4,NCBI
2067,26010,gene/protein,SPATS2L,NCBI
2070,116519,gene/protein,APOA5,NCBI
2071,27074,gene/protein,LAMP3,NCBI
2072,6277,gene/protein,S100A6,NCBI
2075,3394,gene/protein,IRF8,NCBI
2077,5864,gene/protein,RAB3A,NCBI
2078,1811,gene/protein,SLC26A3,NCBI
2082,6999,gene/protein,TDO2,NCBI
2083,2034,gene/protein,EPAS1,NCBI
2084,1917,gene/protein,EEF1A2,NCBI
2087,72,gene/protein,ACTG2,NCBI
2088,9562,gene/protein,MINPP1,NCBI
2090,7295,gene/protein,TXN,NCBI
2091,9114,gene/protein,ATP6V0D1,NCBI
2092,3423,gene/protein,IDS,NCBI
2094,3014,gene/protein,H2AX,NCBI
2095,55824,gene/protein,PAG1,NCBI
2096,4204,gene/protein,MECP2,NCBI
2097,8115,gene/protein,TCL1A,NCBI
2098,5836,gene/protein,PYGL,NCBI
2099,335,gene/protein,APOA1,NCBI
2102,5300,gene/protein,PIN1,NCBI
2103,5376,gene/protein,PMP22,NCBI
2104,1027,gene/protein,CDKN1B,NCBI
2108,3815,gene/protein,KIT,NCBI
2111,120892,gene/protein,LRRK2,NCBI
2113,8576,gene/protein,STK16,NCBI
2114,3482,gene/protein,IGF2R,NCBI
2117,5626,gene/protein,PROP1,NCBI
2118,9739,gene/protein,SETD1A,NCBI
2120,2588,gene/protein,GALNS,NCBI
2123,6567,gene/protein,SLC16A2,NCBI
2124,29785,gene/protein,CYP2S1,NCBI
2128,10133,gene/protein,OPTN,NCBI
2131,329,gene/protein,BIRC2,NCBI
2132,27235,gene/protein,COQ2,NCBI
2134,51324,gene/protein,SPG21,NCBI
2137,6210,gene/protein,RPS15A,NCBI
2138,2104,gene/protein,ESRRG,NCBI
2139,10109,gene/protein,ARPC2,NCBI
2140,5296,gene/protein,PIK3R2,NCBI
2142,5152,gene/protein,PDE9A,NCBI
2143,10399,gene/protein,RACK1,NCBI
2144,23028,gene/protein,KDM1A,NCBI
2147,25803,gene/protein,SPDEF,NCBI
2148,7133,gene/protein,TNFRSF1B,NCBI
2149,221,gene/protein,ALDH3B1,NCBI
2150,6092,gene/protein,ROBO2,NCBI
2151,4313,gene/protein,MMP2,NCBI
2152,3308,gene/protein,HSPA4,NCBI
2155,7134,gene/protein,TNNC1,NCBI
2157,2773,gene/protein,GNAI3,NCBI
2158,2159,gene/protein,F10,NCBI
2159,6351,gene/protein,CCL4,NCBI
2160,2324,gene/protein,FLT4,NCBI
2162,3921,gene/protein,RPSA,NCBI
2163,4194,gene/protein,MDM4,NCBI
2164,7020,gene/protein,TFAP2A,NCBI
2165,5164,gene/protein,PDK2,NCBI
2167,8550,gene/protein,MAPKAPK5,NCBI
2169,71,gene/protein,ACTG1,NCBI
2170,51473,gene/protein,DCDC2,NCBI
2171,10527,gene/protein,IPO7,NCBI
2173,22994,gene/protein,CEP131,NCBI
2174,19,gene/protein,ABCA1,NCBI
2175,8242,gene/protein,KDM5C,NCBI
2176,29894,gene/protein,CPSF1,NCBI
2177,84263,gene/protein,HSDL2,NCBI
2182,6812,gene/protein,STXBP1,NCBI
2188,4646,gene/protein,MYO6,NCBI
2189,6731,gene/protein,SRP72,NCBI
2190,3512,gene/protein,JCHAIN,NCBI
2193,6195,gene/protein,RPS6KA1,NCBI
2197,55905,gene/protein,RNF114,NCBI
2198,6598,gene/protein,SMARCB1,NCBI
2203,9901,gene/protein,SRGAP3,NCBI
2207,25792,gene/protein,CIZ1,NCBI
2209,3306,gene/protein,HSPA2,NCBI
2210,3170,gene/protein,FOXA2,NCBI
2212,9202,gene/protein,ZMYM4,NCBI
2213,1213,gene/protein,CLTC,NCBI
2214,800,gene/protein,CALD1,NCBI
2215,1915,gene/protein,EEF1A1,NCBI
2217,145226,gene/protein,RDH12,NCBI
